"year_sale";"month_sale";"IDATVEND";"ETAMANHO";"PORTO";"zona";"EESPECIE";"tipo_barco";"estrato_lei";"anonPRT";"QVENDA";"VVENDA";"DiaSemana";"PMED";"tipos_barcos3"
"2009";"Jun";2009-06-12;"4";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"abg";58,6;12,9;"Fri";0,22;"Traineira"
"2006";"Sep";2006-09-01;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdj";5535;2184,6;"Fri";0,39;"Traineira"
"2005";"Dec";2005-12-29;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"abi";300;160;"Thu";0,53;"Traineira"
"2005";"Jul";2005-07-22;"5";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bff";131,8;706,22;"Fri";5,36;"Traineira"
"2005";"Jun";2005-06-07;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bga";8392,5;4283,56;"Tue";0,51;"Traineira"
"2007";"Feb";2007-02-19;"3";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acg";1755;569,4;"Mon";0,32;"Traineira"
"2010";"Nov";2010-11-16;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"abg";7160;3274;"Tue";0,46;"Traineira"
"2006";"May";2006-05-04;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"acb";1800;840;"Thu";0,47;"Traineira"
"2005";"Nov";2005-11-04;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abc";168;62,34;"Fri";0,37;"Traineira"
"2009";"Jan";2009-01-06;"5";"FIGUEIRA DA FOZ";"Norte";"Carapau-Branco";"traineira";"16-40";"bdf";432;568,8;"Tue";1,32;"Traineira"
"2007";"Apr";2007-04-13;"1";"POVOA DO VARZIM";"Norte";"Outros";"traineira";"16-40";"bfg";5;41,5;"Fri";8,3;"Traineira"
"2005";"Nov";2005-11-18;"2";"FIGUEIRA DA FOZ";"Norte";"Cavala";"traineira";"16-40";"bdj";180;45,04;"Fri";0,25;"Traineira"
"2006";"Apr";2006-04-26;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aea";6750;2452,95;"Wed";0,36;"Traineira"
"2010";"Sep";2010-09-16;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"bjb";23700;4740;"Thu";0,2;"Traineira"
"2007";"May";2007-05-04;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bfj";22,5;3,35;"Fri";0,15;"Traineira"
"2009";"Feb";2009-02-21;"3";"OLHAO";"Sul";"Biqueirao";"traineira";"16-40";"afj";20;136;"Sat";6,8;"Traineira"
"2010";"Sep";2010-09-15;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abc";1848;422,73;"Wed";0,23;"Traineira"
"2006";"Apr";2006-04-05;"4";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"afj";440;424,4;"Wed";0,96;"Traineira"
"2007";"Sep";2007-09-06;"4";"MATOSINHOS";"Norte";"Outros";"traineira";"16-40";"bia";162;55,35;"Thu";0,34;"Traineira"
"2005";"Mar";2005-03-03;"4";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"bej";1000;700;"Thu";0,7;"Traineira"
"2009";"Oct";2009-10-23;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"ajf";6300;2632;"Fri";0,42;"Traineira"
"2009";"Aug";2009-08-19;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdc";11385;5145,4;"Wed";0,45;"Traineira"
"2005";"May";2005-05-12;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"abh";4635;2266,46;"Thu";0,49;"Traineira"
"2010";"Dec";2010-12-09;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"ace";22252,5;9463,16;"Thu";0,43;"Traineira"
"2010";"Sep";2010-09-03;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bbb";3217,5;2984,35;"Fri";0,93;"Traineira"
"2008";"Jul";2008-07-04;"SemTam";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"abg";20,6;145,23;"Fri";7,05;"Traineira"
"2006";"May";2006-05-20;"3";"PORTIMAO";"Sul";"Cavala";"traineira";"16-40";"cad";1500;235;"Sat";0,16;"Traineira"
"2009";"Jun";2009-06-26;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"afc";4545;5730,6;"Fri";1,26;"Traineira"
"2010";"Jun";2010-06-02;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bbb";607,5;637,65;"Wed";1,05;"Traineira"
"2007";"May";2007-05-29;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"agj";200;42;"Tue";0,21;"Traineira"
"2005";"Nov";2005-11-17;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bia";7875;4649,3;"Thu";0,59;"Traineira"
"2010";"Jan";2010-01-28;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aef";4185;4030,8;"Thu";0,96;"Traineira"
"2010";"Jan";2010-01-26;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abb";72;14,97;"Tue";0,21;"Traineira"
"2006";"Apr";2006-04-19;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"ace";7200;4991,2;"Wed";0,69;"Traineira"
"2005";"Oct";2005-10-18;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bci";742,5;341,55;"Tue";0,46;"Traineira"
"2010";"Jul";2010-07-01;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abb";72;14,97;"Thu";0,21;"Traineira"
"2005";"Jan";2005-01-06;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"aha";4776;2012,7;"Thu";0,42;"Traineira"
"2006";"Nov";2006-11-10;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"adf";4560;2587,6;"Fri";0,57;"Traineira"
"2007";"Jul";2007-07-17;"2";"POVOA DO VARZIM";"Norte";"Sardinha";"traineira";"16-40";"age";4612,5;2121,75;"Tue";0,46;"Traineira"
"2005";"Jun";2005-06-11;"3";"QUARTEIRA";"Sul";"Sardinha";"traineira";"16-40";"aaf";1471;2686,33;"Sat";1,83;"Traineira"
"2009";"Sep";2009-09-01;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdg";5917,5;2115,5;"Tue";0,36;"Traineira"
"2008";"Nov";2008-11-14;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abc";1960;1145,87;"Fri";0,58;"Traineira"
"2008";"Feb";2008-02-12;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bjj";7312,5;3082,71;"Tue";0,42;"Traineira"
"2009";"Jan";2009-01-05;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bbe";11655;6088,34;"Mon";0,52;"Traineira"
"2005";"May";2005-05-20;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"bej";6700;3080;"Fri";0,46;"Traineira"
"2007";"Sep";2007-09-21;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"adc";10000;1660;"Fri";0,17;"Traineira"
"2006";"Jul";2006-07-28;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acg";1282,5;591,45;"Fri";0,46;"Traineira"
"2007";"Jul";2007-07-21;"2";"VRSA";"Sul";"Biqueirao";"traineira";"16-40";"bej";34,9;191,7;"Sat";5,49;"Traineira"
"2010";"Oct";2010-10-02;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"acf";4300;1888;"Sat";0,44;"Traineira"
"2008";"May";2008-05-09;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"abi";12000;1260;"Fri";0,1;"Traineira"
"2008";"Aug";2008-08-11;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abc";3640;3426,44;"Mon";0,94;"Traineira"
"2007";"Aug";2007-08-17;"5";"PORTIMAO";"Sul";"Outros";"traineira";"16-40";"aeg";213;132,78;"Fri";0,62;"Traineira"
"2010";"Nov";2010-11-26;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aea";3780;2074,8;"Fri";0,55;"Traineira"
"2006";"Jun";2006-06-22;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"abi";1000;300;"Thu";0,3;"Traineira"
"2006";"Dec";2006-12-27;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bia";90;29,4;"Wed";0,33;"Traineira"
"2010";"Oct";2010-10-22;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aef";9000;3689,2;"Fri";0,41;"Traineira"
"2008";"Jul";2008-07-04;"1";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agd";2430;2851,2;"Fri";1,17;"Traineira"
"2009";"Oct";2009-10-27;"5";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"bff";240;76,56;"Tue";0,32;"Traineira"
"2005";"Sep";2005-09-21;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdf";9900;4403,16;"Wed";0,44;"Traineira"
"2009";"Feb";2009-02-25;"2";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"bbb";200;348;"Wed";1,74;"Traineira"
"2005";"Oct";2005-10-24;"3";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"bag";18360;9574,38;"Mon";0,52;"Traineira"
"2006";"Apr";2006-04-05;"3";"OLHAO";"Sul";"Outros";"traineira";"16-40";"aed";5,8;2,44;"Wed";0,42;"Traineira"
"2008";"Mar";2008-03-20;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bff";7820;4047;"Thu";0,52;"Traineira"
"2009";"Feb";2009-02-16;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bde";4500;2850;"Mon";0,63;"Traineira"
"2009";"Aug";2009-08-25;"SemTam";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"bjb";15,8;119,33;"Tue";7,55;"Traineira"
"2006";"Aug";2006-08-08;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acg";720;209,6;"Tue";0,29;"Traineira"
"2005";"Jun";2005-06-25;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bec";600;1500;"Sat";2,5;"Traineira"
"2006";"Jul";2006-07-10;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aja";4050;2628,2;"Mon";0,65;"Traineira"
"2009";"Jan";2009-01-17;"SemTam";"QUARTEIRA";"Sul";"Outros";"traineira";"16-40";"adc";203,6;863,36;"Sat";4,24;"Traineira"
"2006";"Oct";2006-10-02;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"adj";990;288,2;"Mon";0,29;"Traineira"
"2009";"Apr";2009-04-18;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abb";48;11,98;"Sat";0,25;"Traineira"
"2009";"Jun";2009-06-12;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bia";1507,5;2160,7;"Fri";1,43;"Traineira"
"2009";"Sep";2009-09-15;"5";"FIGUEIRA DA FOZ";"Norte";"Carapau-Branco";"traineira";"16-40";"bbe";306;748;"Tue";2,44;"Traineira"
"2006";"Sep";2006-09-01;"4";"PORTIMAO";"Sul";"Cavala";"traineira";"16-40";"baa";3000;235;"Fri";0,08;"Traineira"
"2010";"Oct";2010-10-26;"SemTam";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bde";39,8;97,8;"Tue";2,46;"Traineira"
"2008";"Jul";2008-07-30;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfb";2925;1820;"Wed";0,62;"Traineira"
"2005";"Feb";2005-02-04;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"acj";816;135,66;"Fri";0,17;"Traineira"
"2008";"Mar";2008-03-18;"6";"NAZARE";"Centro";"Carapau-Branco";"traineira";"16-40";"agd";72;380;"Tue";5,28;"Traineira"
"2010";"May";2010-05-21;"SemTam";"MATOSINHOS";"Norte";"Outros";"traineira";"16-40";"bia";7;4,6;"Fri";0,66;"Traineira"
"2006";"Nov";2006-11-15;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"aic";9000;1368;"Wed";0,15;"Traineira"
"2009";"Jan";2009-01-03;"4";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"agj";6800;2992;"Sat";0,44;"Traineira"
"2008";"May";2008-05-17;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abb";268;321,73;"Sat";1,2;"Traineira"
"2010";"Jun";2010-06-26;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agh";1395;2779,36;"Sat";1,99;"Traineira"
"2010";"May";2010-05-25;"5";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"afj";18;97,2;"Tue";5,4;"Traineira"
"2007";"Jul";2007-07-10;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"aed";1596;3445,04;"Tue";2,16;"Traineira"
"2005";"Aug";2005-08-06;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"aha";13152;14365,46;"Sat";1,09;"Traineira"
"2005";"Feb";2005-02-24;"4";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bee";7690;2691,5;"Thu";0,35;"Traineira"
"2009";"Aug";2009-08-22;"3";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"bih";190;496;"Sat";2,61;"Traineira"
"2006";"Jul";2006-07-11;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bha";1372,5;811,5;"Tue";0,59;"Traineira"
"2007";"Nov";2007-11-08;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bha";45;21,5;"Thu";0,48;"Traineira"
"2006";"May";2006-05-04;"3";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bfg";2,1;7,37;"Thu";3,51;"Traineira"
"2006";"Feb";2006-02-13;"3";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"abh";630;199,2;"Mon";0,32;"Traineira"
"2006";"Jan";2006-01-18;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfe";6480;2318,4;"Wed";0,36;"Traineira"
"2007";"Sep";2007-09-27;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bfb";15075;6918,6;"Thu";0,46;"Traineira"
"2010";"Oct";2010-10-12;"3";"NAZARE";"Centro";"Sardinha";"traineira";"16-40";"bba";517,5;192,8;"Tue";0,37;"Traineira"
"2007";"Nov";2007-11-14;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bbb";13500;5458,62;"Wed";0,4;"Traineira"
"2006";"Jun";2006-06-14;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acg";2430;961,2;"Wed";0,4;"Traineira"
"2005";"Sep";2005-09-07;"3";"QUARTEIRA";"Sul";"Sardinha";"traineira";"16-40";"aaf";1241;796,3;"Wed";0,64;"Traineira"
"2008";"Apr";2008-04-23;"4";"NAZARE";"Centro";"Sardinha";"traineira";"16-40";"bgb";67,5;59,4;"Wed";0,88;"Traineira"
"2008";"Nov";2008-11-27;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"aei";2047,5;1143,06;"Thu";0,56;"Traineira"
"2008";"Jul";2008-07-24;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"abi";1500;1000;"Thu";0,67;"Traineira"
"2010";"Aug";2010-08-17;"3";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"abi";40;67;"Tue";1,68;"Traineira"
"2005";"Sep";2005-09-27;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"cae";1600;740;"Tue";0,46;"Traineira"
"2005";"Nov";2005-11-17;"SemTam";"SINES";"Centro";"Outros";"traineira";"16-40";"abc";1440;359,4;"Thu";0,25;"Traineira"
"2008";"Jan";2008-01-09;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aea";5670;2766,6;"Wed";0,49;"Traineira"
"2007";"Jul";2007-07-20;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"acj";702;129;"Fri";0,18;"Traineira"
"2006";"Apr";2006-04-24;"2";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bfg";54,6;395,62;"Mon";7,25;"Traineira"
"2006";"Jun";2006-06-28;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"acg";8370;3645,4;"Wed";0,44;"Traineira"
"2006";"Jan";2006-01-30;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bdj";630;1111,6;"Mon";1,76;"Traineira"
"2010";"Sep";2010-09-17;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"ace";11542,5;5294,07;"Fri";0,46;"Traineira"
"2008";"May";2008-05-20;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"agj";2020;979,2;"Tue";0,48;"Traineira"
"2007";"Jun";2007-06-05;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"afc";1102,5;185,2;"Tue";0,17;"Traineira"
"2009";"May";2009-05-28;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfg";14625;6081,5;"Thu";0,42;"Traineira"
"2008";"Jan";2008-01-14;"2";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bee";12,8;6,14;"Mon";0,48;"Traineira"
"2009";"Oct";2009-10-10;"4";"PORTIMAO";"Sul";"Carapau-Branco";"traineira";"16-40";"afi";312;684,6;"Sat";2,19;"Traineira"
"2006";"Sep";2006-09-26;"3";"QUARTEIRA";"Sul";"Sardinha";"traineira";"16-40";"aaf";7,9;11,69;"Tue";1,48;"Traineira"
"2005";"May";2005-05-24;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfb";4500;1529,75;"Tue";0,34;"Traineira"
"2005";"Mar";2005-03-31;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"aji";1500;350;"Thu";0,23;"Traineira"
"2007";"Aug";2007-08-13;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bbb";11250;7680,41;"Mon";0,68;"Traineira"
"2009";"Apr";2009-04-30;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"bhb";500;150;"Thu";0,3;"Traineira"
"2006";"May";2006-05-25;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"adj";4590;1348,8;"Thu";0,29;"Traineira"
"2008";"Oct";2008-10-20;"4";"SINES";"Centro";"Carapau-Branco";"traineira";"16-40";"abc";10,5;18,9;"Mon";1,8;"Traineira"
"2010";"May";2010-05-15;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"bej";2500;880;"Sat";0,35;"Traineira"
"2008";"Sep";2008-09-02;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdg";16380;7489,2;"Tue";0,46;"Traineira"
"2005";"Jul";2005-07-12;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bje";3150;1165,84;"Tue";0,37;"Traineira"
"2008";"Oct";2008-10-06;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bfi";427,5;66,12;"Mon";0,15;"Traineira"
"2007";"Jan";2007-01-19;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"abi";250;80;"Fri";0,32;"Traineira"
"2007";"Aug";2007-08-18;"3";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"aed";240;239,55;"Sat";1;"Traineira"
"2009";"Jan";2009-01-08;"1";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bag";18;62,3;"Thu";3,46;"Traineira"
"2007";"Oct";2007-10-30;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bha";135;259,2;"Tue";1,92;"Traineira"
"2009";"Jan";2009-01-08;"4";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"bdh";180;46,72;"Thu";0,26;"Traineira"
"2009";"Jun";2009-06-12;"4";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"abg";18;27;"Fri";1,5;"Traineira"
"2007";"Aug";2007-08-03;"3";"VRSA";"Sul";"Sardinha";"traineira";"16-40";"bej";21,1;40,09;"Fri";1,9;"Traineira"
"2007";"Jul";2007-07-02;"2";"POVOA DO VARZIM";"Norte";"Carapau-Branco";"traineira";"16-40";"bfg";27,2;20,39;"Mon";0,75;"Traineira"
"2008";"Aug";2008-08-21;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bbb";3375;2550,29;"Thu";0,76;"Traineira"
"2005";"Sep";2005-09-06;"4";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"bag";11047,5;3848,5;"Tue";0,35;"Traineira"
"2010";"Jan";2010-01-06;"4";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"aie";2166,5;5578,33;"Wed";2,57;"Traineira"
"2009";"Nov";2009-11-05;"4";"SETUBAL";"Centro";"Cavala";"traineira";"16-40";"bde";90;16,2;"Thu";0,18;"Traineira"
"2007";"Jun";2007-06-28;"4";"MATOSINHOS";"Norte";"Carapau-Branco";"traineira";"16-40";"age";144;237,6;"Thu";1,65;"Traineira"
"2006";"Oct";2006-10-20;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bib";1080;703,7;"Fri";0,65;"Traineira"
"2010";"Apr";2010-04-14;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abb";104;29,92;"Wed";0,29;"Traineira"
"2009";"May";2009-05-23;"4";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"abg";180;180;"Sat";1;"Traineira"
"2007";"Aug";2007-08-08;"5";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"agj";1800;2218,5;"Wed";1,23;"Traineira"
"2008";"Jan";2008-01-25;"SemTam";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bfg";50;489,98;"Fri";9,8;"Traineira"
"2005";"Jan";2005-01-13;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bgh";810;252;"Thu";0,31;"Traineira"
"2005";"Sep";2005-09-09;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aia";3195;1201,8;"Fri";0,38;"Traineira"
"2010";"Jun";2010-06-01;"2";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"abg";19,7;6,3;"Tue";0,32;"Traineira"
"2010";"Feb";2010-02-06;"4";"OLHAO";"Sul";"Outros";"traineira";"16-40";"afj";60;150;"Sat";2,5;"Traineira"
"2006";"Oct";2006-10-27;"1";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"abg";6,1;35,99;"Fri";5,9;"Traineira"
"2009";"Jun";2009-06-25;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"afg";3600;1872;"Thu";0,52;"Traineira"
"2007";"Jul";2007-07-13;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bia";8505;5038,8;"Fri";0,59;"Traineira"
"2006";"Jul";2006-07-21;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"aeg";764;1049;"Fri";1,37;"Traineira"
"2007";"Nov";2007-11-05;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agh";4905;2389,26;"Mon";0,49;"Traineira"
"2007";"Jan";2007-01-03;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdj";10575;3176;"Wed";0,3;"Traineira"
"2005";"Jun";2005-06-15;"SemTam";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bee";7,3;10,45;"Wed";1,43;"Traineira"
"2005";"Sep";2005-09-22;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfj";112,5;33,75;"Thu";0,3;"Traineira"
"2007";"Sep";2007-09-05;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bgb";1192,5;2053,4;"Wed";1,72;"Traineira"
"2007";"Oct";2007-10-23;"3";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bjb";4,1;7,59;"Tue";1,85;"Traineira"
"2007";"May";2007-05-02;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfe";2925;1092;"Wed";0,37;"Traineira"
"2008";"Jun";2008-06-28;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"acj";2848;463,12;"Sat";0,16;"Traineira"
"2005";"Jul";2005-07-28;"4";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"adj";45;9,42;"Thu";0,21;"Traineira"
"2008";"Oct";2008-10-01;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bde";12;5,28;"Wed";0,44;"Traineira"
"2006";"Jan";2006-01-17;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abb";3672;1886,98;"Tue";0,51;"Traineira"
"2007";"Jun";2007-06-12;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"aia";540;81,12;"Tue";0,15;"Traineira"
"2010";"Jul";2010-07-14;"3";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"adf";39;24,54;"Wed";0,63;"Traineira"
"2005";"Nov";2005-11-16;"4";"MATOSINHOS";"Norte";"Carapau-Branco";"traineira";"16-40";"bgh";3276;751,3;"Wed";0,23;"Traineira"
"2005";"Sep";2005-09-10;"6";"PORTIMAO";"Sul";"Carapau-Branco";"traineira";"16-40";"bfh";3000;1480;"Sat";0,49;"Traineira"
"2006";"Aug";2006-08-16;"3";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"afj";7;7,98;"Wed";1,14;"Traineira"
"2010";"Aug";2010-08-10;"6";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bde";1455;2514,61;"Tue";1,73;"Traineira"
"2005";"Oct";2005-10-06;"6";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"afj";38;72,92;"Thu";1,92;"Traineira"
"2010";"Sep";2010-09-09;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"aea";112,5;47,25;"Thu";0,42;"Traineira"
"2010";"Oct";2010-10-13;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"acj";7784;5130,71;"Wed";0,66;"Traineira"
"2010";"Aug";2010-08-24;"2";"POVOA DO VARZIM";"Norte";"Cavala";"traineira";"16-40";"bfg";157,5;52,5;"Tue";0,33;"Traineira"
"2008";"Apr";2008-04-30;"2";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"afj";90;85,65;"Wed";0,95;"Traineira"
"2005";"Jan";2005-01-20;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"caf";1200;760;"Thu";0,63;"Traineira"
"2008";"May";2008-05-26;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfe";1440;732,15;"Mon";0,51;"Traineira"
"2008";"Jan";2008-01-28;"5";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bag";648;210,66;"Mon";0,33;"Traineira"
"2005";"Jan";2005-01-25;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bjb";2250;972,6;"Tue";0,43;"Traineira"
"2008";"Sep";2008-09-09;"SemTam";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"abg";17;119;"Tue";7;"Traineira"
"2010";"Sep";2010-09-23;"3";"PORTIMAO";"Sul";"Cavala";"traineira";"16-40";"aeg";6500;700;"Thu";0,11;"Traineira"
