"year_sale";"month_sale";"IDATVEND";"ETAMANHO";"PORTO";"zona";"EESPECIE";"tipo_barco";"estrato_lei";"anonPRT";"QVENDA";"VVENDA";"DiaSemana";"PMED";"tipos_barcos3"
"2005";"Sep";2005-09-02;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"aia";1530;296,1;"Fri";0,19;"Traineira"
"2009";"Apr";2009-04-18;"3";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agb";11250;5780;"Sat";0,51;"Traineira"
"2005";"Aug";2005-08-05;"5";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bee";39,4;181,83;"Fri";4,61;"Traineira"
"2005";"Jul";2005-07-27;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"bjb";340,2;78,05;"Wed";0,23;"Traineira"
"2010";"Aug";2010-08-28;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abc";3948;7033,08;"Sat";1,78;"Traineira"
"2009";"May";2009-05-22;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aic";1845;2115,6;"Fri";1,15;"Traineira"
"2009";"Jul";2009-07-14;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abc";624;129,74;"Tue";0,21;"Traineira"
"2006";"Jun";2006-06-07;"6";"FIGUEIRA DA FOZ";"Norte";"Carapau-Branco";"traineira";"16-40";"ace";198;237,6;"Wed";1,2;"Traineira"
"2006";"Sep";2006-09-12;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bia";4612,5;1663,8;"Tue";0,36;"Traineira"
"2010";"Feb";2010-02-12;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"agj";19255;8392,6;"Fri";0,44;"Traineira"
"2009";"Dec";2009-12-09;"1";"SINES";"Centro";"Sardinha";"traineira";"16-40";"acj";11816;5055,04;"Wed";0,43;"Traineira"
"2009";"Feb";2009-02-05;"3";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bde";29,8;19,77;"Thu";0,66;"Traineira"
"2010";"Jan";2010-01-07;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"aeg";9420;4047,5;"Thu";0,43;"Traineira"
"2008";"May";2008-05-19;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfi";2632,5;1453,2;"Mon";0,55;"Traineira"
"2006";"Oct";2006-10-11;"3";"SETUBAL";"Centro";"Cavala";"traineira";"16-40";"bee";51;14,28;"Wed";0,28;"Traineira"
"2006";"Aug";2006-08-31;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"age";855;211;"Thu";0,25;"Traineira"
"2010";"Aug";2010-08-17;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"abi";2400;408;"Tue";0,17;"Traineira"
"2005";"Oct";2005-10-19;"3";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"abh";3825;2115,06;"Wed";0,55;"Traineira"
"2007";"Jan";2007-01-15;"5";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"agj";2850;4359;"Mon";1,53;"Traineira"
"2005";"Sep";2005-09-09;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bee";2170,2;2069,47;"Fri";0,95;"Traineira"
"2010";"Aug";2010-08-11;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"afi";6900;4033,5;"Wed";0,58;"Traineira"
"2010";"Mar";2010-03-06;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"abg";4725;2079;"Sat";0,44;"Traineira"
"2009";"Nov";2009-11-11;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bci";5490;2415,6;"Wed";0,44;"Traineira"
"2007";"Nov";2007-11-14;"4";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bfg";7,4;3,48;"Wed";0,47;"Traineira"
"2009";"Jun";2009-06-18;"3";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"abi";552;874,2;"Thu";1,58;"Traineira"
"2009";"Oct";2009-10-08;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"agj";880;804;"Thu";0,91;"Traineira"
"2006";"Aug";2006-08-08;"SemTam";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bff";58;309,34;"Tue";5,33;"Traineira"
"2008";"Aug";2008-08-21;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bda";15750;8662,8;"Thu";0,55;"Traineira"
"2007";"Aug";2007-08-29;"5";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"bjb";413,1;606,92;"Wed";1,47;"Traineira"
"2006";"Jul";2006-07-01;"3";"QUARTEIRA";"Sul";"Sardinha";"traineira";"16-40";"aaf";1846;1816,14;"Sat";0,98;"Traineira"
"2008";"Jun";2008-06-17;"4";"OLHAO";"Sul";"Carapau-Branco";"traineira";"16-40";"abi";24;93,6;"Tue";3,9;"Traineira"
"2007";"Jun";2007-06-26;"4";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"aie";7071;6939,36;"Tue";0,98;"Traineira"
"2006";"Jul";2006-07-27;"4";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"bgf";922,5;150,3;"Thu";0,16;"Traineira"
"2005";"Aug";2005-08-06;"1";"VRSA";"Sul";"Sardinha";"traineira";"16-40";"bej";83,3;339,93;"Sat";4,08;"Traineira"
"2006";"Feb";2006-02-01;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"afc";135;20,1;"Wed";0,15;"Traineira"
"2009";"Aug";2009-08-11;"2";"PORTIMAO";"Sul";"Cavala";"traineira";"16-40";"bif";120;155,4;"Tue";1,3;"Traineira"
"2006";"Sep";2006-09-21;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bgh";1147,5;334,05;"Thu";0,29;"Traineira"
"2005";"Mar";2005-03-12;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"aie";1440;349;"Sat";0,24;"Traineira"
"2006";"Jun";2006-06-12;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bgh";607,5;208,65;"Mon";0,34;"Traineira"
"2005";"Jul";2005-07-12;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aia";225;167;"Tue";0,74;"Traineira"
"2010";"May";2010-05-15;"2";"QUARTEIRA";"Sul";"Outros";"traineira";"16-40";"aaf";720;160,32;"Sat";0,22;"Traineira"
"2006";"Oct";2006-10-02;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bia";3285;956,3;"Mon";0,29;"Traineira"
"2007";"May";2007-05-30;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bdc";7897,5;5243,1;"Wed";0,66;"Traineira"
"2005";"Nov";2005-11-22;"SemTam";"SINES";"Centro";"Outros";"traineira";"16-40";"abc";2427,1;918,37;"Tue";0,38;"Traineira"
"2010";"May";2010-05-05;"2";"LAGOS";"Sul";"Sardinha";"traineira";"16-40";"aci";835;292,83;"Wed";0,35;"Traineira"
"2010";"Dec";2010-12-15;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdc";2295;1093,44;"Wed";0,48;"Traineira"
"2005";"Apr";2005-04-06;"3";"NAZARE";"Centro";"Sardinha";"traineira";"16-40";"bba";1080;517,4;"Wed";0,48;"Traineira"
"2009";"Jun";2009-06-26;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"abg";1554,3;1695,28;"Fri";1,09;"Traineira"
"2008";"Oct";2008-10-16;"4";"AVEIRO";"Norte";"Sardinha";"traineira";"16-40";"aia";3577,5;1846,2;"Thu";0,52;"Traineira"
"2007";"Jan";2007-01-30;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aef";5535;2678,2;"Tue";0,48;"Traineira"
"2007";"Jul";2007-07-27;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aja";3802,5;3268,2;"Fri";0,86;"Traineira"
"2009";"Jun";2009-06-10;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"agj";540;1415;"Wed";2,62;"Traineira"
"2006";"Aug";2006-08-22;"2";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bfg";18,1;138,86;"Tue";7,67;"Traineira"
"2009";"Aug";2009-08-03;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdj";4927,5;2137,5;"Mon";0,43;"Traineira"
"2006";"Mar";2006-03-22;"2";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bfg";49,1;794,65;"Wed";16,18;"Traineira"
"2007";"Apr";2007-04-10;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bci";3150;1510,8;"Tue";0,48;"Traineira"
"2010";"Dec";2010-12-27;"3";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bag";36;24,6;"Mon";0,68;"Traineira"
"2009";"Jun";2009-06-02;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abc";4944;912,44;"Tue";0,18;"Traineira"
"2009";"Sep";2009-09-10;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"aha";2380;2309,35;"Thu";0,97;"Traineira"
"2009";"Apr";2009-04-23;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bdh";2047,5;1348,08;"Thu";0,66;"Traineira"
"2010";"May";2010-05-26;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bif";3250;1458;"Wed";0,45;"Traineira"
"2010";"Oct";2010-10-19;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"bff";11000;1760;"Tue";0,16;"Traineira"
"2009";"Apr";2009-04-29;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdf";1440;1792,9;"Wed";1,25;"Traineira"
"2007";"Nov";2007-11-22;"4";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"aie";1272,2;912,49;"Thu";0,72;"Traineira"
"2006";"Nov";2006-11-04;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agh";2115;1310,44;"Sat";0,62;"Traineira"
"2006";"Jun";2006-06-21;"1";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bag";1260;2497,6;"Wed";1,98;"Traineira"
"2007";"Feb";2007-02-01;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"acf";1800;369;"Thu";0,2;"Traineira"
"2006";"Aug";2006-08-25;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"agj";7700;1463,8;"Fri";0,19;"Traineira"
"2006";"Sep";2006-09-26;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"abe";1282,5;190;"Tue";0,15;"Traineira"
"2009";"Jul";2009-07-09;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"adf";2295;275,4;"Thu";0,12;"Traineira"
"2008";"Jun";2008-06-26;"3";"QUARTEIRA";"Sul";"Sardinha";"traineira";"16-40";"aaf";383,3;1238,34;"Thu";3,23;"Traineira"
"2006";"Aug";2006-08-23;"2";"SETUBAL";"Centro";"Sardinha";"traineira";"16-40";"bee";1088,5;901,9;"Wed";0,83;"Traineira"
"2005";"Jul";2005-07-26;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"aed";500;120;"Tue";0,24;"Traineira"
"2009";"Aug";2009-08-27;"SemTam";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bde";8,1;27,54;"Thu";3,4;"Traineira"
"2006";"Sep";2006-09-27;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bia";112,5;16,75;"Wed";0,15;"Traineira"
"2008";"Jan";2008-01-10;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"aie";404,4;181,25;"Thu";0,45;"Traineira"
"2006";"Apr";2006-04-29;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abc";12504;4948,78;"Sat";0,4;"Traineira"
"2007";"May";2007-05-22;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfi";5917,5;4160,05;"Tue";0,7;"Traineira"
"2008";"Jul";2008-07-04;"SemTam";"QUARTEIRA";"Sul";"Outros";"traineira";"16-40";"aaf";165;664,29;"Fri";4,03;"Traineira"
"2010";"Sep";2010-09-21;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdc";9247,5;3082,5;"Tue";0,33;"Traineira"
"2009";"Sep";2009-09-08;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aic";4860;3047,4;"Tue";0,63;"Traineira"
"2007";"Jul";2007-07-10;"2";"LAGOS";"Sul";"Sardinha";"traineira";"16-40";"aci";191,3;664,92;"Tue";3,48;"Traineira"
"2009";"Sep";2009-09-03;"4";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"bff";5580;1395;"Thu";0,25;"Traineira"
"2005";"Aug";2005-08-31;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bdg";10125;5422,5;"Wed";0,54;"Traineira"
"2006";"Aug";2006-08-17;"5";"PORTIMAO";"Sul";"Carapau-Branco";"traineira";"16-40";"cad";46;92,28;"Thu";2,01;"Traineira"
"2007";"Aug";2007-08-07;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"aeg";1140;3735;"Tue";3,28;"Traineira"
"2009";"Mar";2009-03-17;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"aib";1350;396,48;"Tue";0,29;"Traineira"
"2010";"May";2010-05-06;"3";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"bbb";5602,5;1738,44;"Thu";0,31;"Traineira"
"2008";"Jul";2008-07-25;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bif";6145;9910,32;"Fri";1,61;"Traineira"
"2007";"Jul";2007-07-26;"4";"SINES";"Centro";"Carapau-Branco";"traineira";"16-40";"abc";476;546,22;"Thu";1,15;"Traineira"
"2007";"Aug";2007-08-03;"1";"SESIMBRA";"Centro";"Outros";"traineira";"16-40";"abg";28;89,6;"Fri";3,2;"Traineira"
"2006";"May";2006-05-08;"3";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bfj";1980;860,68;"Mon";0,43;"Traineira"
"2005";"Oct";2005-10-18;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"abh";9697,5;3319,74;"Tue";0,34;"Traineira"
"2008";"Sep";2008-09-12;"3";"PORTIMAO";"Sul";"Cavala";"traineira";"16-40";"bif";21900;4380;"Fri";0,2;"Traineira"
"2005";"Jul";2005-07-01;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfj";10530;20356,4;"Fri";1,93;"Traineira"
"2009";"Oct";2009-10-16;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"acj";1736;1057,87;"Fri";0,61;"Traineira"
"2007";"May";2007-05-02;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdg";7222,5;2836,35;"Wed";0,39;"Traineira"
"2008";"Jul";2008-07-15;"5";"QUARTEIRA";"Sul";"Carapau-Branco";"traineira";"16-40";"aaf";108;515;"Tue";4,77;"Traineira"
"2007";"Jul";2007-07-26;"5";"SETUBAL";"Centro";"Carapau-Branco";"traineira";"16-40";"bjb";2483,5;2876,05;"Thu";1,16;"Traineira"
"2006";"Aug";2006-08-04;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"adj";9000;7018,2;"Fri";0,78;"Traineira"
"2008";"May";2008-05-16;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aee";12600;5513,15;"Fri";0,44;"Traineira"
"2007";"Oct";2007-10-01;"4";"FIGUEIRA DA FOZ";"Norte";"Cavala";"traineira";"16-40";"bfb";247,5;104,5;"Mon";0,42;"Traineira"
"2010";"Jul";2010-07-27;"SemTam";"PENICHE";"Centro";"Outros";"traineira";"16-40";"aei";22,5;44,1;"Tue";1,96;"Traineira"
"2009";"May";2009-05-23;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"aed";252;200,28;"Sat";0,79;"Traineira"
"2006";"Jun";2006-06-01;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"aei";1057,5;1011,2;"Thu";0,96;"Traineira"
"2007";"May";2007-05-08;"3";"SINES";"Centro";"Outros";"traineira";"16-40";"acj";720;45;"Tue";0,06;"Traineira"
"2010";"Aug";2010-08-09;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abc";2912;3574,31;"Mon";1,23;"Traineira"
"2009";"Jun";2009-06-24;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bjh";1057,5;1109,6;"Wed";1,05;"Traineira"
"2005";"Sep";2005-09-13;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"ace";4860;2181,6;"Tue";0,45;"Traineira"
"2006";"Apr";2006-04-24;"4";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bfg";75,8;201,93;"Mon";2,66;"Traineira"
"2005";"May";2005-05-11;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfb";4050;1245,6;"Wed";0,31;"Traineira"
"2007";"Nov";2007-11-28;"4";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"bjb";1254,6;1996,68;"Wed";1,59;"Traineira"
"2005";"Nov";2005-11-08;"3";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"agj";5840;1846,8;"Tue";0,32;"Traineira"
"2006";"Nov";2006-11-21;"5";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bff";40,8;14,69;"Tue";0,36;"Traineira"
"2006";"Jul";2006-07-06;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"abe";382,5;377,4;"Thu";0,99;"Traineira"
"2008";"Jun";2008-06-13;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfg";3712,5;9043,2;"Fri";2,44;"Traineira"
"2005";"Jul";2005-07-13;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bha";1777,5;774,45;"Wed";0,44;"Traineira"
"2010";"Aug";2010-08-28;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"abh";840;139,65;"Sat";0,17;"Traineira"
"2009";"Sep";2009-09-11;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"aie";6750;3790,8;"Fri";0,56;"Traineira"
"2005";"Nov";2005-11-28;"4";"VIANA DO CASTELO";"Norte";"Outros";"traineira";"16-40";"bfj";2,4;4,07;"Mon";1,7;"Traineira"
"2010";"Sep";2010-09-15;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"abe";13500;6130,8;"Wed";0,45;"Traineira"
"2006";"Jan";2006-01-10;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abb";7080;3466,41;"Tue";0,49;"Traineira"
"2006";"Jul";2006-07-08;"5";"SESIMBRA";"Centro";"Carapau-Branco";"traineira";"16-40";"aie";96;109,2;"Sat";1,14;"Traineira"
"2009";"Aug";2009-08-15;"SemTam";"SINES";"Centro";"Outros";"traineira";"16-40";"abb";2040;194,6;"Sat";0,1;"Traineira"
"2005";"Jul";2005-07-20;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"age";3375;1049,9;"Wed";0,31;"Traineira"
"2007";"Nov";2007-11-14;"4";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"aed";3500;540;"Wed";0,15;"Traineira"
"2008";"Dec";2008-12-18;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"caj";2002,5;881,1;"Thu";0,44;"Traineira"
"2005";"Aug";2005-08-29;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"aeb";157,5;100,52;"Mon";0,64;"Traineira"
"2010";"Jun";2010-06-25;"4";"SESIMBRA";"Centro";"Cavala";"traineira";"16-40";"bff";7840;1660;"Fri";0,21;"Traineira"
"2006";"Jul";2006-07-06;"4";"SINES";"Centro";"Cavala";"traineira";"16-40";"bdc";4368;778,7;"Thu";0,18;"Traineira"
"2010";"Nov";2010-11-12;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"aha";196;70,91;"Fri";0,36;"Traineira"
"2007";"Jul";2007-07-25;"3";"QUARTEIRA";"Sul";"Sardinha";"traineira";"16-40";"aaf";1361,1;1526,89;"Wed";1,12;"Traineira"
"2005";"Dec";2005-12-06;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bdj";12847,5;4753,6;"Tue";0,37;"Traineira"
"2010";"Sep";2010-09-16;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bci";8595;4492,64;"Thu";0,52;"Traineira"
"2006";"Mar";2006-03-30;"3";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"aei";1035;322,42;"Thu";0,31;"Traineira"
"2007";"Oct";2007-10-31;"1";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abc";15428;8256,45;"Wed";0,54;"Traineira"
"2005";"Sep";2005-09-01;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bjb";5782,4;3136,34;"Thu";0,54;"Traineira"
"2008";"Apr";2008-04-02;"1";"MATOSINHOS";"Norte";"Outros";"traineira";"16-40";"bfg";13,8;95,06;"Wed";6,89;"Traineira"
"2007";"Oct";2007-10-10;"2";"PORTIMAO";"Sul";"Outros";"traineira";"16-40";"baa";6;5,64;"Wed";0,94;"Traineira"
"2007";"Nov";2007-11-13;"2";"SINES";"Centro";"Sardinha";"traineira";"16-40";"abc";840;329,1;"Tue";0,39;"Traineira"
"2009";"Jun";2009-06-25;"2";"LAGOS";"Sul";"Sardinha";"traineira";"16-40";"aci";192,6;375,1;"Thu";1,95;"Traineira"
"2007";"Jul";2007-07-05;"5";"PORTIMAO";"Sul";"Outros";"traineira";"16-40";"bfh";492;230,88;"Thu";0,47;"Traineira"
"2007";"Oct";2007-10-09;"3";"AVEIRO";"Norte";"Sardinha";"traineira";"16-40";"bda";9000;3874,5;"Tue";0,43;"Traineira"
"2007";"Oct";2007-10-04;"3";"AVEIRO";"Norte";"Sardinha";"traineira";"16-40";"bfb";14625;6691,5;"Thu";0,46;"Traineira"
"2007";"Jan";2007-01-19;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"afc";2880;1129,6;"Fri";0,39;"Traineira"
"2006";"Mar";2006-03-15;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"bej";600;280;"Wed";0,47;"Traineira"
"2005";"Dec";2005-12-06;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bai";11700;4229,6;"Tue";0,36;"Traineira"
"2010";"Sep";2010-09-03;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"ahb";1057,5;1275;"Fri";1,21;"Traineira"
"2005";"Jun";2005-06-30;"1";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agd";1395;1976,4;"Thu";1,42;"Traineira"
"2010";"May";2010-05-07;"4";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"aea";4860;1857,6;"Fri";0,38;"Traineira"
"2008";"Aug";2008-08-18;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfb";11182,5;16155,3;"Mon";1,44;"Traineira"
"2010";"Sep";2010-09-10;"SemTam";"OLHAO";"Sul";"Outros";"traineira";"16-40";"afj";6,1;4,2;"Fri";0,69;"Traineira"
"2008";"Jul";2008-07-02;"3";"OLHAO";"Sul";"Sardinha";"traineira";"16-40";"afj";22;7,04;"Wed";0,32;"Traineira"
"2010";"Jul";2010-07-15;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"abe";2250;790,6;"Thu";0,35;"Traineira"
"2010";"Nov";2010-11-12;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"adj";11250;5678,65;"Fri";0,5;"Traineira"
"2010";"May";2010-05-28;"SemTam";"PENICHE";"Centro";"Outros";"traineira";"16-40";"bbb";56;69,04;"Fri";1,23;"Traineira"
"2006";"Sep";2006-09-02;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"aee";2047,5;1287,92;"Sat";0,63;"Traineira"
"2006";"Jul";2006-07-12;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"age";45;11,2;"Wed";0,25;"Traineira"
"2006";"Jan";2006-01-12;"1";"PENICHE";"Centro";"Cavala";"traineira";"16-40";"bag";660;1312,5;"Thu";1,99;"Traineira"
"2006";"Sep";2006-09-14;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bfi";405;60,3;"Thu";0,15;"Traineira"
"2010";"Oct";2010-10-29;"3";"OLHAO";"Sul";"Cavala";"traineira";"16-40";"afj";77;71,8;"Fri";0,93;"Traineira"
"2005";"Feb";2005-02-25;"3";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bic";3200;1220;"Fri";0,38;"Traineira"
"2006";"May";2006-05-09;"3";"QUARTEIRA";"Sul";"Carapau-Branco";"traineira";"16-40";"aaf";57,7;98,34;"Tue";1,7;"Traineira"
"2006";"May";2006-05-12;"2";"PORTIMAO";"Sul";"Sardinha";"traineira";"16-40";"bic";1000;585;"Fri";0,58;"Traineira"
"2010";"Jul";2010-07-06;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"agh";16807,5;10252,08;"Tue";0,61;"Traineira"
"2006";"Mar";2006-03-01;"SemTam";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bhf";6;24,3;"Wed";4,05;"Traineira"
"2006";"Oct";2006-10-12;"SemTam";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"abg";4;2,8;"Thu";0,7;"Traineira"
"2008";"Aug";2008-08-25;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"aei";247,5;257,75;"Mon";1,04;"Traineira"
"2006";"Sep";2006-09-06;"2";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bci";6907,5;3123,75;"Wed";0,45;"Traineira"
"2005";"Jun";2005-06-16;"4";"MATOSINHOS";"Norte";"Cavala";"traineira";"16-40";"bia";22,5;9,45;"Thu";0,42;"Traineira"
"2009";"Dec";2009-12-04;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bff";14200;3550;"Fri";0,25;"Traineira"
"2008";"Jan";2008-01-09;"5";"NAZARE";"Centro";"Carapau-Branco";"traineira";"16-40";"agd";2844;1359,1;"Wed";0,48;"Traineira"
"2007";"Jun";2007-06-22;"2";"SESIMBRA";"Centro";"Sardinha";"traineira";"16-40";"bjb";1064,8;3887,32;"Fri";3,65;"Traineira"
"2008";"Mar";2008-03-28;"SemTam";"SETUBAL";"Centro";"Outros";"traineira";"16-40";"bde";296,3;2143,7;"Fri";7,23;"Traineira"
"2009";"Sep";2009-09-17;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bjj";5040;3062,62;"Thu";0,61;"Traineira"
"2009";"Sep";2009-09-28;"2";"MATOSINHOS";"Norte";"Sardinha";"traineira";"16-40";"bfg";4320;1708,8;"Mon";0,4;"Traineira"
"2007";"Oct";2007-10-15;"4";"FIGUEIRA DA FOZ";"Norte";"Sardinha";"traineira";"16-40";"bde";135;135;"Mon";1;"Traineira"
"2009";"Apr";2009-04-01;"3";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bjh";11520;5277,16;"Wed";0,46;"Traineira"
"2006";"Dec";2006-12-19;"2";"PENICHE";"Centro";"Sardinha";"traineira";"16-40";"bbb";112,5;123,5;"Tue";1,1;"Traineira"
